,userName,score,at,content
1139,Jabal Nugroho,2,2021-07-19 12:42:48,Suka ga berfungsi. Di perbaiki donk bugs nya. Parah euy
1140,Novian P,1,2021-07-19 12:21:45,"I cannot install this app, I have the screenshot, please check, I have bought your product"
1141,Riski Zulfiansyah,4,2021-07-19 06:56:46,"Good app. But I do have a request for Air Conditioner funtion, especially for availability on swing setting for Smart IR"
1142,Yasmin Q,3,2021-07-19 05:44:26,"The app requires constant restart whenever I opened it after I used another app, and I have to keep this app opened when I'm on music mode ): the lights also don't sync really well with the beat and sometimes it delays. Not sure if that's a problem from the app or not. Really hoping for a stability improvement though"
1143,Demmy Tan,5,2021-07-18 05:39:14,Membantu mengontrol pemakaian Listrik
1144,Anry X-Project,3,2021-07-16 16:28:20,"Please fix automation in ""when location changes"", it cannot be set the location, stuck at ""next"" button"
1145,Calm Bee,3,2021-07-16 16:10:24,"Trying to set up automation- leave home, but after selecting the location, i could not continue the progress, because the ""next' button didn't work."
1146,Rega Rizkan Azizan,1,2021-07-13 18:47:50,"can't open in MIUI 12.0.1.0 android 11, software issues I guess"
1147,Daniel Sitompul,5,2021-07-13 00:50:19,Good
1148,Joko Rusbiyanto,5,2021-07-11 11:58:43,"It work ok all this time, except I have my smart breaker that sometime need reconfigure to connect my wifi."
1149,erlin xiao,4,2021-07-10 04:50:09,Would be 5 star if the app can change the speed to fastforward when looking at playback video (cctv) or if we can safe 1 days or hours video without pressing record button and wait until the time we want. I hope you understand my english is bad
1150,Clasher clans,2,2021-07-09 10:41:11,"The bardi smart app is good , but please update the playback speed setting features. We need the faster playback speed like 2x 4x 8x. Its very wasting time to watch the whole recording."
1151,ISM Production,5,2021-07-09 05:25:46,"Berfungsi dengan normal pada perangkat Smart Light Bulb milik saya, semoga awet"
1152,Imelda H,1,2021-07-09 02:40:26,"After I connect my wall switch to the app, my pool pump and garden lights are turning off and on randomly and I have to keep switching them on off."
1153,Clarissa Nitihardjo,4,2021-07-08 00:11:12,The app sometimes lagged. It kept loading but nothing. I turned off my internet and turned it back on but it's still lagged. Then I had to restart my phone first. So I spent 20mins just to change my light this morning. Please fix this
1154,Kaka Putri,5,2021-07-07 10:11:17,Cool!
1155,Diego,5,2021-07-06 15:55:30,Very good for home use
1156,Saqueena Dianka Altasya _chanz,4,2021-07-06 05:49:58,Kirain buatan indonesia.tidak tahunya import
1157,tovan akbar,4,2021-07-05 12:04:30,bisa ditambah untuk stb evinix h1 ?
1158,Adiyaka Niastya Ihsan Maulana,2,2021-07-05 10:02:33,"For the past month, light bulb always considered offline unless we open the app. Cannot run automation from widget anymore. Scheduled automation not triggered because of this. Already re-pair multiple times."
1159,noino aristyanto,2,2021-07-04 19:22:53,"2 out of 5 times not working, cant change brightness"
1160,Albert Apryandi,4,2021-07-04 15:43:22,kalau ada fitur fast forward ketika ingin melihat playback di cctv akan lebih baik.
1161,Galih Pratama,4,2021-07-03 19:58:58,"Good enough, functionality good. I have a request tho, please add functionality to create ""tap to run"" based on current setting.. In my case, I have light bulb. And cannot set the color in the tap to run menu."
1162,Al,1,2021-07-03 11:31:56,why is there a need for registration
1163,Fafnir Hreidmarrsson,4,2021-06-29 15:33:47,"With regards to the smart lightbulb, the music mode doesn't seem to be able to run in the background even though I have locked the app in the RAM, which I got 12GBs of. Please fix this, thank you."
1164,ichhsan,5,2021-06-27 10:48:10,cool aps and system
1165,Syafruddin Arief,4,2021-06-27 10:48:05,Sebaiknya ada dark mode utk aplikasi ini
1166,Basuki Soesanto,5,2021-06-26 04:59:19,sophisticated
1167,Tri Sutrisno,1,2021-06-25 17:36:24,"Accidentally updated IP Camera to the latest firmware and now its Motion Alert function apparently defunct under IR-lit condition. I should buy the new PIR sensor I guess. Because it is what the marketing team want. Got 7 Bardi devices and managed to set dozens of smart automations using this app and found out lately its getting to feel chunky a lil bit when I open, load and operate my devices ""manually"" through the app."
1168,Mhd. Ridwansyah Purba,2,2021-06-20 08:31:56,"Pada ""Tap-to-Run"" maupun ""Automation"" 1. Pilihan ""Reverse switch"" untuk LED Bulb sudah tidak ada lagi (Sebelumnya ada). 2. Pengaturan ""Countdown/Delay time"" masih menggunakan mode slider, yang mana sangat-sangat sulit digunakan."
1169,Aldino Akbar,2,2021-06-19 22:59:01,"Setelah update two way talk nya ga bisa, sudah diatur tetap saja cuma bs one way communication tolong segera perbaiki update selanjutnya,"
1170,Adi Dwipriyono,3,2021-06-18 23:57:50,I can control Bardi with this apps. But I cannot integrate with google home
1171,Deviva Levi,5,2021-06-15 07:30:59,Technology Bring Satisfaction
1172,budi agung wibowo,5,2021-06-15 04:34:30,bagus
1173,Juwita Tjong,5,2021-06-13 14:01:56,amazing
1174,Arghi Wibowo,5,2021-06-13 13:59:46,"Luar biasa, sungguh mantab"
1175,Karen Suhartanto,5,2021-06-13 13:44:16,bagus bgt aplikasi. thank youu
1176,Lius Renaldi,5,2021-06-13 13:22:00,Good aplication
1177,THEODORUS PUTRA,5,2021-06-13 12:36:49,Amazing product!
1178,Arnold D Kazama,5,2021-06-13 12:34:36,Bagus apps nya
1179,Nichele Valonica,5,2021-06-13 11:56:10,"It's fast, secure, excellent services"
1180,"silvia veronika , s. kom",5,2021-06-13 11:51:47,Dentastix top banget
1181,San Jaya,5,2021-06-13 11:47:18,"Very usefull,sleep better with the diffuser 👍"
1182,Aisa Selvira,5,2021-06-13 11:41:48,Bardi mempermudah hidup
1183,Yuni Lim,5,2021-06-13 11:09:32,Thank you ya
1184,Fenny Chyenie,5,2021-06-13 09:22:10,Best product ever
1185,giovanni octavianus,5,2021-06-13 09:19:51,Thanks baedi
1186,ONG IMEL,5,2021-06-13 08:58:55,"Good design and technology. Cantik, dan simpel. Banyak varian dan kegunaannya. Good...good"
1187,josephine sarpono,5,2021-06-13 08:06:13,aplikasinya keren
1188,Wiweko Atmojoyo,5,2021-06-13 07:53:33,VERY comfortable to use
1189,Winston Atmaja,5,2021-06-13 07:51:58,Nice
1190,Hariman Pradipta,5,2021-06-13 07:47:31,Good 👍👍
1191,Jatmiko Widito,5,2021-06-13 07:20:04,Nice apps for outdoor and indoor cctv
1192,Calista A,5,2021-06-13 06:54:46,Keren dan cangih bisa dikontrol dengan hp
1193,Nela Tan,5,2021-06-13 05:20:49,Smart solutiom yg canggih dan terjangkau
1194,Fadil Tanjung,5,2021-06-13 04:49:34,App remote yg sangat canggih produk variatif dan harga relatif terjangkau
1195,Hendra,5,2021-06-13 04:28:33,Fish Feeder cukup praktis utk peliharaan ikannya.
1196,Yuli Muljono,5,2021-06-13 04:24:36,Smart home living. Make everything simple and easy.
1197,Aling kam Kam,5,2021-06-13 04:15:14,mantap
1198,Lie Yuki,5,2021-06-13 04:08:11,mantapp...sudah pakai sejak prtama x kenal nih merk
1199,Moses Daniel Abidnego,4,2021-06-12 20:04:11,"Good app & good product, but the timing between music and light color is terrible. For me, its around 2-4 seconds. Edit: Also add more scene color, 8 ain't enough. Maybe 25-30 color or better infinite."
1200,Livia Kalisa,5,2021-06-12 10:20:24,Canggih
1201,wdy Sr,5,2021-06-12 08:46:16,bardi smart home good app
1202,Inggrid Hamdany,5,2021-06-12 08:00:57,Great products n great apps.. Useful
1203,Valerie Kalina,5,2021-06-11 14:01:36,Good start for iot @home
1204,Shaley Loviana,5,2021-06-11 10:13:17,Sangat tertarik dgn cctv
1205,Ernie Omega,5,2021-06-11 08:19:30,It's very cheap
1206,Cowidster,4,2021-06-11 00:57:40,Need an added feature of connecting smart device with more than one smartphone. Edit: Thanks for the response. Now I can hardly figure out how to manage smart device to more than one smartphone.
1207,Mariani Rosmely,5,2021-06-10 13:11:29,luar biasa
1208,JASON HILLIARD,5,2021-06-10 11:59:35,Good app
1209,Farid Mukhtar Fatah,5,2021-06-10 10:59:54,"Nice apps, makes life easier"
1210,laura sweety,5,2021-06-09 12:14:37,bardi produk lokal yang bagus
1211,Yohanes Winata,5,2021-06-09 07:38:06,"Sejak pake Bardi, betul betul membantu daily routine and buat rumah jadi makin nyaman.. Thanks Bardi 👍👍👍👍👍"
1212,Clara Brigitta,5,2021-06-09 06:36:59,I've just installed this app and it's quite helpful for me who have the products☺️☺️☺️
1213,Ladera,5,2021-06-08 08:23:21,Great item
1214,Iqbal Ridho,3,2021-06-07 04:36:36,Interface is so boring
1215,Jovinius Lofiardi,5,2021-06-06 09:34:49,Good
1216,Mhd Andika Hrp,1,2021-06-04 18:36:59,"The app is slow responding, and cant save anything. bad"
1217,Herman1707 #010101#,5,2021-06-03 04:28:11,"Canggih ,menarik untuk dicoba."
1218,erfan suyudi,5,2021-06-02 11:20:03,"Saya menggunakan cctv dan lampu, aplikasi sangat mudah digunakan namun saya merasa kurang dikarenakan tidak bisa landscape mode. Serta ketika streaming cctv melalui aplikasi dan berjalan 10mnt keatas, semua kamera akan blank hitam, ketika keluar halaman fullscreen cctv dan restart aplikasi semua berjalan normal kembali"
1219,N Mz,5,2021-06-01 08:21:36,"Enaknya bisa liat langsung produknya, marketing nya ramah2"
1220,Wilson Hans,2,2021-05-31 01:47:53,"Tidak bisa automation seperti yang direview orang, aplikasi ga bisa untuk automation kalo ditinggal otomatis mati, kalo di datengin otomatis nyala :((((("
1221,Imelia Santoso,2,2021-05-27 22:21:56,"Awalnya happy lampunya keren. Tapi setelah pemakaian sebulan bardi lamp saya sering banget offline. Sebulan bisa 6-8 kali offline dalam waktu bisa lebih dari 24 jam. Sudah saya coba beragam saran yang tersedia di faq, di forum, bahkan ngikutin pengalaman pemakai sejenis. Tetap gak membaik. Jarak router ke device cuman 2meter, sudah restart device jutaan kali, uninstalled-installed apps, restart networking saya. Meskipun harganya sangat bersahabat, sayangnya gak seramah itu sama kesehatan mental"
1222,Richie Setiawan,1,2021-05-27 07:10:54,"Having serious trouble with smartthings integration. I heavily use smartthings with bardi products everyday but somehow for the past 2 days it stopped working. The bardi app cant even connect to smartthings and i cant control my devices. Please fix this ASAP then i will fix my rating. A good product and app overall, but this error makes the entire experience unusable and annoying."
1223,arieko abdillah,4,2021-05-27 06:26:44,Lock pattern display not visible on dark mode display
1224,Ummul Khair,2,2021-05-23 16:24:49,"Sudah sangat inovatif, akan lebih baik lagi jika ketika notif motion detected appear, kemudian user click di notif tersebut, harus nya user langsung diarahkan ke playback saat sekitar 15 detik sebelum motion terdeteksi untuk CCTV, Atau pada menu message alarm, ketika user memilih salah satu message alarm CCTV, aplikasi langsung membuka playback pada jam motion tsb appear."
1225,Deni Saputra,5,2021-05-23 02:09:10,The Pruduct is Very Good
1226,rudjito adi nugroho,5,2021-05-22 22:17:42,Simple & Easy
1227,Ferry Pranata,5,2021-05-21 07:04:17,Oke..sudah pakai
1228,Aron Denivan,5,2021-05-19 04:36:34,nice
1229,BBL Life (DK),4,2021-05-17 16:30:37,"please add more feature, especially for white/color mode selection on schedule."
1230,Adji Adityawarman,1,2021-05-16 15:39:27,Why it doesn't works ? Disconnected from server
1231,Rio Fernandes,3,2021-05-16 02:41:27,"Aplikasi saat dibuka kadang telat refresh status perangkat on/off, tolong diperbaiki ya"
1232,Fawzan Patria,5,2021-05-13 14:14:19,"Good apps, no problem at all. But can you make some option like scenario or security profile? So I can choose how I want to set my security based on profile setting, like full armed, disarmed, armed backyard only, armed frontyard only or any custom arming profile. It's a little difficult to activate and disactivate setting one by one device."
1233,Meshal A,5,2021-05-12 11:33:59,Sangat berguna untuk yg suka smart home
1234,Agustinus Dedy Handrimurtjahjo,5,2021-05-11 12:00:23,Aplikasinya mantabs nih. Simple dan memuaskan
1235,iman slamet,1,2021-05-10 13:23:21,2 years after using this google assistant getting worst and cannot conttol how to trun on and off. specially the infrared remote
1236,novan zulkarnain,5,2021-05-09 21:57:23,Top bgt
1237,Indra Adji,3,2021-05-08 01:41:21,"Kalau cuma mau pakai ecosystem Bardi, apps ini cukup memadai. Tapi kalau ada rencana integrasi dengan Samsung Smartthings, lupakan apps ini!!! Smartthings bahkan tidak bisa mendeteksi bohlam nya. Lebih baik menggunakan apps Tuya yg lain seperti SmartLife atau GlobalSuite. Seamless integration dengan Smartthings."
1238,Ilham Fathul,3,2021-05-06 23:12:17,Untuk CCTV dan switch on off sejauh ini tidak ada masalah. Tetpai untuk Led Bulb kenapa setiap mati listrik kembali ke setingan awal bahkan schedule untuk otomatis hilang sama sekali. Sehingga lampu dalam keadaan nyala 24 jam. Tampilan di aplikasi bardinya juga offline. Jadi harus selalu re pairing dan konek kembali kemudian bikin schedule baru lagi. Untuk LED bulb sangat buruk 👎
1239,Satria,1,2021-05-06 21:50:44,"On location changed automation is not working. Better fix it, and i will change the rating later"
1240,Faizi Zahari,1,2021-05-05 13:16:13,"Kemaren ganti dari aplikasi smart life ke sini, malah banyak masalah. Device selalu offline di Google home. Tapi klo buka apps bardinya dia connecting ulang. Coba perbaiki apps ya jadi gabisa pake perintah suara karena always offline."
1241,Pandit Kusumargo Muredy,5,2021-05-03 10:22:15,Mantap
1242,CV. Mitra Berkat Utama,5,2021-05-03 01:47:41,Good
1243,Dame Dane Dameno,1,2021-05-02 05:12:15,Enakan Pakai Smart Life. Ini kebanyakan error aplikasinya.
1244,Ari Doank,4,2021-05-01 01:38:24,Devicenya cukup membantu.. Tapi saat saya mau menyalakan tap to run dengan routine di google home.. Tertulis could not reach bardi home.. Boleh di bantu? Karena saya membeli device bardi agar smarthome dapat di kontrol dengan google asisten sepenuhnya.
1245,Ade Indra Sabala,5,2021-04-29 03:17:50,Tolong tambahin scene yang banyak dong pada unit lampu RGBWW untuk update aplikasi berikutnya. Terima kasih.
1246,I Gde Made Vishnu Visvananda,5,2021-04-28 11:24:26,Ya adanya ini ya pakenya ini
1247,Agus Waliyudin,3,2021-04-25 14:30:31,Playback cctv outdoor not smooth.. 3 sec lag
1248,Maya R,1,2021-04-25 06:09:57,Really bad video playback performance. How come there is no fast playback speed? Can't directly download video either. Ridiculous.
1249,Uki -,4,2021-04-25 05:22:56,"App yang sangat membantu rutinitas, namun yang di countdowns timer nya susah input nilai jika pakai sliding, coba ditambahkan ada form isian nya berapa detik. Terima kasih."
1250,fahmi okta,5,2021-04-25 03:25:15,Good
1251,muhamad ismail,5,2021-04-24 07:41:01,Sangat mudah digunakan. Masukkan aja untuk device bisa dgroup lagi model tree. Kalo saat ini device digroup tapi device yg masuk dalam group muncul terpisah. Kesannya jadi banyak device.
1252,Monika Paramitha Hans Putri,5,2021-04-18 14:23:54,i have bardi led light but first i try it not glow but when i try it again it glow so cool!
1253,Hendra Stevanus,2,2021-04-18 05:10:06,"Setelah mati lampu, widget tap-to-run nya ga bekerja lagi... harus buka aplikasi manual.."
1254,Agam yogi Nugraha,5,2021-04-17 05:21:06,Good
1255,Heri Rukmana,1,2021-04-16 21:20:59,"Penyimpanan sudah terjadi, terlihat dari kapasitas memory card yang makin berkurang, akan tetapi tidak ada video yang bisa ditampilkan atau diputar."
1256,reza adypratama,5,2021-04-15 11:04:30,👍👍👍
1257,Khairunnisa Putri Abrar G Amri,3,2021-04-13 19:45:01,The app was easy to use. It's user friendly for sure. I use it only for the smart lamp. Until it gets offline everyday and I can't even turn on my lamp. I tried the solution on the Web. Still nothing. So.. Yeah 🤷‍♀️
1258,Pioniel Ch,1,2021-04-13 17:33:56,"Error network, please try it again 50500 its happen just today, yesterday its working fine. Please fix it"
1259,Alif Akbar S,1,2021-04-13 13:35:52,"beli lampu 9watt, 3 bulan pertama bagus lancar, masuk bulan 4 lampu sering offline di aplikasi, setelah pair ulang tdk lama kemudian offline lg, pdhal wifi lancar tdk diubah"", jadi ragu tdnya mau ubah semua kamera dr siomay ke bardi"
1260,Defry Hastria,2,2021-04-11 12:53:21,"Setiap keluar jaringan WiFi(pindah jaringan selain WiFi yg konek langsung dg unit) unit dianggap offline, sebelumnya malah lebih parah, setelah bisa konek, trus offline terus. Direset baru bisa konek lagi tetapi setiap keluar jaringan jadi offline, trus fungsi otomatisnya juga sering gagal, back to manual?"
1261,auzabraar,4,2021-04-10 11:02:56,turning on/off lamps using the widget sometimes has a really long delay and the music function doesn't seem to work
